forward_returns,risk_free_rate,market_forward_excess_returns,M4,P6,M3,P3,P4,E19,P13,I2,S8,P7,V13,S12,S6,E12,E4,S7
0.0053475937397435,0.0001210317460317,0.0049167569032537,0.322443685282433,0.0,0.0,0.367724867724868,0.182208994708995,-1.11324088857648,0.573743386243386,-1.97756932710345,0.0,0.0,0.0,0.0,0.470568783068783,0.0181878306878307,0.0033068783068783,0.607473544973545
0.0019957444320573,0.0001214285714285,0.0015645107701706,0.597294818670568,0.0,0.0,0.682539682539683,0.559193121693122,-1.11391185606907,0.574074074074074,-2.00369330722761,0.0,0.0,0.0,0.0,0.541666666666667,0.0178571428571429,0.0029761904761904,0.607804232804233
-0.0013271384566292,0.0001214285714285,-0.0017576181502618,0.645861216242827,0.0,0.0,0.890542328042328,0.264550264550265,-1.12368258261278,0.574404761904762,-1.99039854748007,0.0,0.0,0.0,0.0,0.620039682539683,0.017526455026455,0.0026455026455026,0.608134920634921
-0.0039867066549114,0.0001190476190476,-0.0044151228564805,0.360671964261708,0.0,0.0,0.162037037037037,0.962962962962963,-1.01353407227334,0.57473544973545,-1.96732767316722,0.0,0.0,0.0,0.0,0.62037037037037,0.0171957671957672,0.0023148148148148,0.608465608465608
-0.0053368857202343,0.0001182539682539,-0.0057656987472003,-0.0598189727617581,0.0,0.0,0.871693121693122,0.342261904761905,-1.11758159241212,0.575066137566138,-1.96400085760055,0.0,0.0,0.0,0.0,0.456018518518519,0.0168650793650794,0.0019841269841269,0.608796296296296
-0.0026827604460325,0.0001190476190476,-0.0031115734729985,-0.271566925991122,0.0,0.0,0.162367724867725,0.622354497354497,-0.591085179803996,0.575396825396825,-1.89207509061896,0.0,0.0,0.0,0.0,0.0205026455026455,0.0165343915343915,0.0016534391534391,0.609126984126984
0.0040349657040972,0.000120238095238,0.0036053590263375,-0.696696971601327,0.0,0.0,0.78505291005291,0.337962962962963,-0.769720961597939,0.575727513227513,-1.86942509297552,0.0,0.0,0.0,0.0,0.0710978835978836,0.0162037037037037,0.0013227513227513,0.609457671957672
0.0020083030756685,0.0001222222222222,0.0015761963979089,-0.536019316041892,0.0,0.0,0.518849206349206,0.83531746031746,-0.877562129406511,0.576058201058201,-1.81742082079953,0.0,0.0,0.0,0.0,0.0707671957671958,0.0158730158730159,0.0009920634920634,0.60978835978836
0.0,0.0001218253968253,-0.0004312733444263,-0.37717651789804,0.0,0.0,0.66765873015873,0.182539682539683,-0.926481489845707,0.576388888888889,-1.86364603931809,0.0,0.0,0.0,0.0,0.0667989417989418,0.015542328042328,0.0006613756613756,0.610119047619048
0.0060171123553221,0.0001210317460317,0.0055866326616894,-0.258168924034772,0.0,0.0,0.424272486772487,0.662698412698413,-0.91128136754586,0.576058201058201,-1.8508598600123,0.0,0.0,0.0,0.0,0.0198412698412698,0.0152116402116402,0.0076058201058201,0.528108465608466
0.0119601199647341,0.0001194444444444,0.0115309101123713,0.126938559442353,0.0,0.0,0.692460317460317,0.386243386243386,-1.03908482186971,0.575727513227513,-1.89681978218999,0.0,0.0,0.0,0.0,0.348875661375661,0.0148809523809524,0.0072751322751322,0.528439153439153
-0.0019708446969065,0.0001186507936507,-0.002399221215936,1.10800901051376,0.0,0.0,0.080026455026455,0.711640211640212,-0.452009586131872,0.575396825396825,-1.99147538740453,0.0,0.0,0.0,0.0,0.348544973544974,0.0145502645502645,0.0069444444444444,0.528769841269841
-0.0032884210824574,0.0001178571428571,-0.0037164404586297,0.61388097255008,0.0,0.0,0.823743386243386,0.378306878306878,-0.779198689953422,0.575066137566138,-2.00742482428537,0.0,0.0,0.0,0.0,0.244708994708995,0.0142195767195767,0.0066137566137566,0.529100529100529
-0.0026402613152856,0.0001170634920634,-0.0030666537073309,-0.209419339567627,0.0,0.0,0.975198412698413,0.087962962962963,-0.51587390099345,0.57473544973545,-2.00371122234113,0.0,0.0,0.0,0.0,0.0978835978835979,0.0138888888888889,0.0062830687830687,0.529431216931217
0.0039708759373859,0.0001170634920634,0.0035444835453406,0.20031282522934,0.0,0.0,0.605820105820106,0.0876322751322751,-0.843292248544683,0.574404761904762,-2.05858832161986,0.0,0.0,0.0,0.0,0.0310846560846561,0.0135582010582011,0.0059523809523809,0.43452380952381
0.0,0.0001178571428571,-0.0004275431856961,0.480991099668161,0.0,0.0,0.162698412698413,0.867063492063492,-0.851829296006161,0.57473544973545,-1.99610578752756,0.0,0.0,0.0,0.0,0.0922619047619048,0.0132275132275132,0.0056216931216931,0.43452380952381
0.0013183903959748,0.0001178571428571,0.0008916408610723,0.386337246983432,0.0,0.0,0.466269841269841,0.638558201058201,-0.917895412187369,0.574404761904762,-1.9338418244223,0.0,0.0,0.0,0.0,0.146494708994709,0.0066137566137566,0.0052910052910052,0.434854497354497
-0.0026333086922144,0.0001174603174603,-0.0030600582271169,0.269323179367691,0.0,0.0,0.75297619047619,0.087962962962963,-0.634923377766281,0.574074074074074,-1.93033621658338,0.0,0.0,0.0,0.0,0.146164021164021,0.0062830687830687,0.0049603174603174,0.435185185185185
0.0026402613152858,0.0001178571428571,0.0022126387645103,-0.177673889665911,0.0,0.0,0.88723544973545,0.606481481481482,-0.779908985345228,0.573743386243386,-1.9560149024225,0.0,0.0,0.0,0.0,0.334656084656085,0.0059523809523809,0.0046296296296296,0.435515873015873
-0.0019760349090058,0.0001166666666666,-0.0024024273010512,-0.22578818087589,0.0,0.0,0.239417989417989,0.91005291005291,-1.0058809823095,0.573412698412698,-1.94262088261921,0.0,0.0,0.0,0.0,0.334325396825397,0.0056216931216931,0.0042989417989418,0.684854497354497
